,portrait_50,categories2,profile_type,title,skills,country,description,name,last_activity,rate,member_since,portfolio_items_count,id,test_passed_count,feedback
9471,https://odesk-prod-portraits.s3.amazonaws.com/Users:okaaay:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=hMNpMymt0f%2FpoIebevdP5SAgk0k%3D&1470586832271784,Writing--Translation--Admin Support,Independent,A wiz in text wizardry. Compelling writing and faithful translations.,translation-english-russian--translation-english-romanian--translation-russian-english--translation-romanian-english,Moldova,"Born and raised at the periphery of East and West, I speak both Russian and Romanian as Native Languages.* English Teacher for 7+ years* Independent researcher in Cognitive Sciences and Neurolinguistics. * Worked as an interpreter for The American Institute in Ukraine, SVT Sveriges   Television, Helsingin Sanomat, and other happy customers.*Contributor at Kurrent Music and Musicario.*SMM and copywriting at Archipel Musique Canada",Adrian Stefirta,2017-02-24,21.0,"June 29, 2015",3,https://www.upwork.com/freelancers/_~013847f918dbc2d455,3,4.8285298338
9473,https://odesk-prod-portraits.s3.amazonaws.com/Users:sarah-morgan:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=b6q1P1OeeFdrt%2Bv7%2FSKPgxCcmzU%3D&1463080509253439,Sales & Marketing--Writing--Customer Service--Admin Support,Independent,Resume Writing Extraordinaire + Marketing Guru,resume-writing--customer-service--social-media-marketing--cover-letter-writing--proofreading,United States,"With my experience as a Professional Development/Customer Service Trainer and Job Search Coach, I am able to assist you in creating tailored resumes and cover letters that are geared towards ACCOMPLISHMENTS and SKILLS. Employers look at a resume for an average of 6-10 seconds... I can help you stand out from the pack!Thanks for taking a look. I look forward to seeing how I can help meet your needs!",Sarah Morgan,2017-02-24,25.0,"December 16, 2015",1,https://www.upwork.com/freelancers/_~01c9e94192ee026221,2,4.8466666667
9474,https://odesk-prod-portraits.s3.amazonaws.com/Users:maite_k:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Gwpq%2Fy%2BXCqimsnThEAPeXelTtxg%3D&1476281512158114,Writing,Independent,Dutch Multilingual Content Writer,translation--dutch--english--spanish--academic-writing--seo-writing,Netherlands,"Translating English <> Dutch, Spanish>Dutch, Spanish>English, German>English, German>Dutch -- Academic writing -- Creative writing -- Content writingHello, I am Mate, a multilingual content writer who has a talent for translating in a youthful and natural manner. I am from the Netherlands but at the moment living in Buenos Aires, Argentina. I am used to read and write in different languages and switch quickly between them. Besides my mother tongue Dutch, I am also fluent in English and Spanish. I have travelled and worked abroad extensively.. therefore I am aware of cultural factors and take them in account in my writing. I have experience working in tourism and I know how to sell destinations to clients.I have a master in International Relations, through my studies I have learned to address a wide range of political and social issues in an academic manner as well as in a more informal and informing manner. Besides that I have worked for different non-profit organizations that focused on educational themes. Here I was in charge of the communication with the clients and I learned how to approach clients in a clear and attractive manner that makes them want to read more.",Maite Karstanje,2017-02-24,20.0,"October 3, 2016",0,https://www.upwork.com/freelancers/_~018c887fc8a84d53fa,2,5.0
9475,https://odesk-prod-portraits.s3.amazonaws.com/Users:ranka5sons:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=wNdUV1upy%2FntbZdpdAZ377fsLZs%3D&1478089314689072,Writing,Independent,For the Love of English,proofreading--article-writing--writing--editing,South Africa,Word Guru at your service:	Lover of the English language	Committed to writing excellence.	Mother tongue English.	Degree in English.	LTCL Trinity College London.	Broad knowledge base.	Excellent work ethic.	Dedicated to task completion.	Original Writing.	Eye for detail.	Skilled proofreading.	Erudite and succinct.,Ranka Zatezalo,2017-02-13,30.0,"November 2, 2016",0,https://www.upwork.com/freelancers/_~01fc792c875c6439d3,0,5.0
9479,https://odesk-prod-portraits.s3.amazonaws.com/Users:cvijovic-marija:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=yZM48FPUA4pq%2FesqeMzgXwyMftw%3D,Design & Creative--Writing--Sales & Marketing,Independent,Pinterest Marketing Expert & Blog Writter,pinterest-marketing--social-media-marketing--social-media-management--facebook-marketing--wordpress--blog-writing--instagram-marketing--seo--web-design,Serbia,"Hello,I'm Maria and I'm 23 years old.I'm avid Pinterest enthusiast and with my skills I can manage your Pinterest marketing, help businesses drive traffic to their website, promote their products and increase sales. I can also do translation work. I have learned English since I was seven, so I can translate from English to Serbian and vice versa. And, because I'm currently studying Russian language and literature, I can translate from English to Russian. I'm honest and hardworking person, easy to cooperate with and ready to give my best for every project.",Marija Cvijovic,2017-02-24,18.8,"November 15, 2013",2,https://www.upwork.com/freelancers/_~01860bc13d6a2e9131,2,5.0
9480,https://odesk-prod-portraits.s3.amazonaws.com/Users:lcrasp:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=LmDY1vq7CpTOFbs6GUuEDQv104w%3D&1453292881725402,Translation--Writing--Admin Support,Independent,"Experienced writer, editor, proofreader, translator.",writing--editing--copy-editing--proofreading--academic-writing--research--qualitative-research--internet-research--translation-spanish-english--transcription,Chile,"As a Ph.D. student with over 15 years of writing experience, I will help you create the best documents for your needs. I have a BA in Media Communications, an MA in International Relations, an MA in Political Science, and I am currently a Ph.D. candidate in Political Science. I am a native English speaker, with a TEFL certification and an additional certification in Advanced Grammar.I am a detail-oriented, conscientious, hard worker with diverse experience in research, editing, proofreading, writing, and transcription. Highly proficient with the Microsoft Office suite (Word, Excel, Publisher, PowerPoint, Access) and Express Scribe transcription software, I have a typing speed of 83 wpm. I am creative and professional, and I enjoy the challenge of customizing my work to fit the needs of my individual clients. My prior administrative experience for a commercial real estate firm, as a desktop support technician, and a Help Desk Manager gave me solid time management and problem-solving skills. I have excellent communication skills, and pride myself on keeping my clients well-updated on the status of their projects.I have over 13 years experience with editing and proofreading academic papers, academic journals, and books (including index creation). I am an expert in research, whether it be via professional databases, books and journals, or the internet. I can also translate Spanish to English. I have a strong skill set in diverse areas, and my skills and creativity are reflected in my work. I take great pride in delivering the highest quality work to my clients. I look forward to learning about your project and helping you achieve your goals.",Leesa Rasp,2017-02-06,28.0,"January 17, 2016",0,https://www.upwork.com/freelancers/_~012620985de6564321,5,5.0
9481,https://odesk-prod-portraits.s3.amazonaws.com/Users:paulien87:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=FUK2eetr8Zd1gXU7AEtzs3vgJ3U%3D&1463147613318863,Translation--Writing--Sales & Marketing--Admin Support--Customer Service,Independent,Translating and writing in Norwegian/Dutch/English,translation-dutch-english--translation-norwegian-english--social-media-marketing--marketing-strategy--blog-writing--creative-writing--facebook-marketing--event-management--event-planning--administrative-support,Norway,"I am available for all kinds of marketing assignments and I specialize in social media marketing and event management and planning. I have a bachelor degree in marketing from the Utrecht University of Applied Sciences in the Netherlands.I am also available for translations and writing jobs. I am fluent in English, Dutch and Norwegian and can translate between these 3 languages. I have a travel blog and have written many blogs and articles. Please feel free to read the reviews here on UpWork and to send me a message if you want to get more information.",Paulien Den Braven,2017-02-22,25.0,"May 13, 2016",0,https://www.upwork.com/freelancers/_~01be683e07400e88e3,5,5.0
9482,https://odesk-prod-portraits.s3.amazonaws.com/Users:marywoy:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=o9w8H3JZWsLTJktXth6M6Owg%2Fnw%3D&1476813268712498,Translation--Customer Service--Admin Support--Writing,Independent,"Writer, Content Developer and Translator (English/Spanish)",content-writing--translation-english-spanish--proofreading--editing--transcription--virtual-assistant--customer-service--administrative-support--voice-talent,Mexico,"I'm a Communications professional with extended experience in translation, writing, education, customer service and voice over work. I have a BS in Communications from the University of Phoenix and am currently in the last semester of a Master of Arts in Organizational Leadership at Regent University. My professional experience includes over ten years as a middle school and high school Advanced English teacher with a focus on grammar, writing and composition.. three years working as the English Department Supervisor at a private K-12 bilingual school in Mexico.. and three years as an organizational consultant with a focus in organizational communication, leadership and quality management systems. I currently work as a Virtual Administrative and Customer Service manager for a Canadian Company that my husband and I represent in Mexico. My responsibilities include remotely managing the company representatives and sales force in Mexico, inventory control, invoicing and tending to all customer service inquiries from clients in Mexico.I'm proficient in writing and speaking both in Spanish and English and am able to successfully translate, proofread and edit formal and informal texts from Spanish to English or English to Spanish. I also have experience in transcribing and voice over work, producing meticulous and high quality work with fast delivery times.116/120 TOEFL-IBT",Mariana Woy,2017-02-24,25.0,"April 4, 2014",0,https://www.upwork.com/freelancers/_~0111bb9aa523f153d3,6,5.0
9485,https://odesk-prod-portraits.s3.amazonaws.com/Users:llanier20:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=jIB2z2Jc2hrcMUoE3ApsFkx%2FTwA%3D&1477968056281113,Writing--Admin Support,Independent,Writer and Proofreader,proofreading--copy-editing--content-writing--writing--data-entry--english-grammar--english-punctuation,United States,"I am a native English speaker with a Master's degree in history. I teach history and writing skills at the college level, and do my own writing on legal history topics. This gives me a strong background in proofreading and content creation. I also do a great deal of creative writing and blog writing. I am thorough in all my work, and reliable. I will meet your deadlines and be flexible.",Laura Choate,2017-02-24,20.0,"October 16, 2016",0,https://www.upwork.com/freelancers/_~01b885bae800e1fdaa,7,4.8222222222
9491,https://odesk-prod-portraits.s3.amazonaws.com/Users:ksteeves:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=0WnNBy7KyAb9MkcEDN0hdrnT2g4%3D&1470498172153190,Writing,Independent,Writing Aficionado,blog-writing--editing--creative-writing,Canada,"Ever since I was little, writing has been a passion of mine. I would hide in my room and think up plots and characters. I would transcribe my ideas, hoping one day they would be printed on paperback. My love of writing led me to study Communications & Media in College. There, I worked on my craft, started my first blog and in my third year, was elected as VP of Communications on Student Council. This role allowed me to utilize both creativity and administration.. a perfect medley for any editor in the making. Transforming the student body magazine into an online ""webzine"" was hard work, but one of my proudest accomplishments during those laid back college years.Because writing can be a difficult industry to break into, my past jobs have centered around administration. Since I never pictured my life cramped in an office cubicle, I saved money, quit and bought a one way flight to Thailand. My first backpacking trip allowed me more time to write and introduced me to the ocean. I became certified as a dive master and started my own travel blog to document my many adventures. When travel became a passion of mine, the doors to writing opened. With my travel blog, I learned about website design, search engine optimization, and how to write captivating content. Currently, I work in a Market Garden in Southern Alberta. I am knowledgeable about agriculture and gardening, and when I am not in the field, I am updating the website, boosting social media accounts, and writing content for the blog. Though I thought my past administrative jobs were a waste of time, I had something to learn from each of them. I have become proficient in excel and other accounting programs like JD Edwards. They taught me how to be organized and work efficiently. Most importantly, I refined my customer service skills.I want to write and am excited about gaining experience in freelance writing.",Kyla Steeves,2017-02-24,25.0,"June 14, 2016",2,https://www.upwork.com/freelancers/_~01965f101ce126d59b,1,5.0
9492,https://odesk-prod-portraits.s3.amazonaws.com/Users:katie_anderson11:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=usL8bgfrPSBJOp6PoEEMDui3vKw%3D&1461422802729376,Writing,Independent,Spirituality / Creative Writing / Proofreading & Editing,creative-and-talent--fiction-writing--ghostwriting--blog-writing--astrology--english-proofreading--poetry--editing--non-fiction-writing--copy-editing,United States,"I graduated from Boise State University in 2010 with a Bachelor of Arts degree in General Studies with an emphasis on Creative Writing and Philosophy. I wrote and edited the Shangri-La Tea Room and Caf newsletter (of Boise, ID) from 2012 to 2013. Topics included alternative lifestyle, metaphysical pursuits and healthy food and drink options. I am currently in the second year of a Masters in Clinical Mental Health Counseling program at The University of The Cumberlands. For the past five years I have been writing a sci-fi, literary, psycho-spiritual fiction as well as developing metaphysical theories. I spend most of my time reading, writing and researching. I am meticulous, creative and dependable. I look forward to lending my services to you!   ",Katie Anderson,2017-02-21,30.0,"April 10, 2016",5,https://www.upwork.com/freelancers/_~01d57104e55b540d75,1,4.9793117202
9494,https://odesk-prod-portraits.s3.amazonaws.com/Users:m_steel:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=38CGi8Fo70%2FVP1%2FT4g9Smu0%2BbJk%3D&1478712427783807,Translation--Writing--Admin Support,Independent,Resume Writer,writing--creative-writing--proofreading--research--translation-spanish-english--translation-english-spanish--resume-writing--seo-writing--social-media-marketing,Guatemala,"I have extensive, traceable and successful experience of resume writing for professionals working in diverse backgrounds. Presentation and content are key. I will provide you with a unique and targeted resume created specifically for the role you want to apply for. We will communicate so I can gather all the relevant data to ensure I provide you with a personalized and customized service so I can include everything that is important about you. I offer unlimited revisions within the length of the contract so you are guaranteed 100% satisfaction with the end product.I will help you land your dream job! Please contact me to discuss what I can do for you.",Michael Steel,2017-02-24,15.5,"April 18, 2016",3,https://www.upwork.com/freelancers/_~0102b0718fa649d1d6,10,4.8002050343
9495,https://odesk-prod-portraits.s3.amazonaws.com/Users:markwriting:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=E2IOBV%2FyG5o7QhgDZBaT0pHDUo0%3D&1480143973812003,Writing,Independent,Academic Author,curriculum-development--creative-writing--article-writing,United Kingdom,"I predominantly work in three areas of writing:1) Short articles for websites. I have written and published over 300 articles for a variety of websites covering topics such as politics, current affairs, lifestyle and science.2) Curriculum. Over the last 10 years I have been writer, editor and coordinator for private language schools around the world (including EF).3) Product advertising and review. I have created short articles with a view to marketing products and services.",Mark Angelides,2017-02-24,15.0,"November 26, 2016",0,https://www.upwork.com/freelancers/_~014a8e6a9d51f47b0d,1,4.9786690975
9497,https://odesk-prod-portraits.s3.amazonaws.com/Users:aborenst:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=MFn0DchqTvE%2BEk%2B8HOYK5gZcABk%3D&1485373622781223,Writing--Sales & Marketing,Independent,Creative Writing And Substantive Editing To Exceed Expectations,copywriting--fiction-writing--blog-writing--editing--non-fiction-writing--creative-writing--proofreading--ghostwriting--poetry--etsy-administration,Canada,"I can't begin to tell you how happy I am with the wonderful job Alan did. He brought my words to life.""Great work, completed much faster than what I thought was possible.Copy, memoirs, fiction and poetry, I've tackled many writing challenges over the past ten years. Though writing can be subjective, I always ensure both me and my client are excited by the final product.I have great clients in Toronto but I've joined Upwork to find new creative projects and strong partnerships. Get in touch to see what kind of magic I can bring to your project.",Alan B.,2017-02-23,25.0,"May 31, 2016",2,https://www.upwork.com/freelancers/_~0199501b87c7837075,2,4.9816958277
9499,https://odesk-prod-portraits.s3.amazonaws.com/Users:univtranslations:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=1rkQJDBdJCejqyihxT2fohDhWS8%3D&1455624056210875,Writing,Independent,French writer / Redacteur / SEO keywords research,blog-writing--french--proofreading--writing--seo-keyword-research--reviews--seo--copywriting,France,"Hello ! I am Christopher, a French Writer and Content Writer expert with a degree in marketing & management.About Copywriting and Content writing jobs :- 100 % copyscape passed- Powerfull SEO contents for all niches- Unlimited revisions until total satisfaction- Exclusive rights to the articlesAbout the keywords analysis (can be done in English or French) :I will find for your business / site / blog, the most profitable keywords to increase the number of visits and earn more money.Here is what you can get :- List of the best keywords for your business / site or blog- A report for each keyword (estimation of the number of visit...)Whether you need someone to help you to manage your website, or to help you to attract more clients by copywriting, I can easily assiste you and allow you to focus on more important things. Indeed I can write for you killer articles or handle online customers, mails and a lot of other things.Here are some of my knowledges :- Speak French (Native language)- Speak Engish- Understand Spanish (basics)- Wordpress- Copywriting in French- SEO (Search Engine Optimization) : Optimization of Meta description, Backlink, Title, Website analysis- SMM & SMO (Social Media Marketing & Optimization) : Webscrapping, Social media curation, Event management- Strong knowledge of Marketing for business development- Word, Excel, Power Point mastered- Creation of ebook - Creation of Webcontent- Infograhy- HTML- E-mailing- Task Management (Trello)- Google Drive, Dropbox- Survey : Google FormsThe quality is the most important for me, if it is the same for you then we are on the same page :).Don't hire a Freelancer, hire a passionate and add a French touch to your documents !",Christopher B.,2017-02-22,30.0,"April 1, 2015",2,https://www.upwork.com/freelancers/_~011ab2c0b4b0fbd4f3,7,4.9955717923
9500,https://odesk-prod-portraits.s3.amazonaws.com/Users:jsped:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Y7%2BIivC3%2BklEIpQbNXPuTV5%2BwPM%3D&1456675389390170,Writing--Admin Support,Independent,Academic and Article Writer/Web Researcher,article-writing--blog-writing--editing--research--content-writing--transcription--article-rewriting--academic-writing--proofreading--internet-research,United States,"I have a B.A. and a M.A. in History and two years of archival work experience. I am a strong researcher and writer, who is meticulous, analytical, and reliable. During my time as an Archivist, I completed several research projects and created databases relevant to the accessibility of historical information. I have experience in microfilm editing, transcription, creating museum exhibits, and preparing and organizing archival records. Digging for information, whether on the internet, in a library, or in an archive is a welcome challenge. What I offer:* Well-researched, original, coherent, and concise Academic/Research Papers* Online Articles/Blog Articles that are informative, high-quality, engaging, and unique* Web Research that is thorough and reliable*Data Entry skills that allows for accurate results, through qualities such as a meticulous eye for detail, ability to work independently, great communication skills, and great work ethics*Transcription services.. up to 30 minutes of audio or video, be it podcast, interviews, or webinars *Virtual Assistant services I look forward to hearing from you!",Sherline D.,2017-02-24,22.0,"February 3, 2016",8,https://www.upwork.com/freelancers/_~015767f77285cd9288,3,4.9346590909
9501,https://odesk-prod-portraits.s3.amazonaws.com/Users:louize12:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=WAIcCLca1%2BvaBWfJZaFCH2DWohI%3D&1465487948287947,Writing,Independent,Professional Writer,article-writing--seo-writing--creative-writing--academic-writing--content-writing--writing,United Kingdom,"I'm Beth, a professional crafted in the art of writing and I've been at it for about 4 years now. Writing has been an art planted in me ever since grade school when I used to leave handwritten letters hidden all over the home to surprise my parents and siblings. Reading books then became a lifestyle all through my life up to date.As a client, have no worry over my fluency in English. I deliver clean, unplagiarized work with 100% command of grammar.  I'm a senior editor in HiredWriters and my extensive experience in the writing industry gives me the capability of giving SEO friendly content.",Louise Bethany,2017-02-23,15.0,"June 9, 2016",4,https://www.upwork.com/freelancers/_~010c3c61d6cfbe3c97,2,4.88170347
9502,https://odesk-prod-portraits.s3.amazonaws.com/Users:kate-eva:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=RjZejRj9B%2B0aeoHl%2Bpi7GARePJ0%3D&1477497768253967,Writing,Independent,Speechwriter and Copywriter,speech-writing--copywriting--creative-writing--cover-letter-writing--proofreading--lesson-plan-writing--news-writing-style--teaching-english--editing,United Kingdom,"If you are looking for a unique piece of writing to capture your audience's imagination and communicate a memorable message, you can rely on me to provide a quality and bespoke service. I will work closely with you to convey your voice and ideas, whatever the purpose and format. I have experience of writing speeches, press releases and other persuasive copy, in addition to five years' experience of teaching English and an Honours Degree in English Literature.",Kate Balding,2017-02-23,28.0,"April 27, 2016",1,https://www.upwork.com/freelancers/_~0130781394567522cf,4,4.9484243372
9507,https://odesk-prod-portraits.s3.amazonaws.com/Users:sdipomazio:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=v5szHCjN2qLrXo05LFqWqhtoTMo%3D&1443193623725662,Translation--Writing--Sales & Marketing,Independent,Always doing my best to deliver Top-Notch works,writing--content-writing--financial-writing--article-rewriting--article-writing--blog-writing--book-writing--business-writing--copy-editing--copywriting,Italy,"My name is Simone.. I'm a native Italian speaker living here in Rome, the ""eternal city."" Even though I was born in Italy, my father came from Australia. That is why I can speak/write very well both in English and in Italian (C2 Level). As a Freelancer, I mainly work as a translator (ENG to ITA), proofreader (ITA) and writer (ENG/ITA).I have already collaborated with different clients (SEGA, Microsoft, FinCantieri S.p.A., Plarium Games, etc...), translating and proofreading texts based on different subjects (financial subjects and trading, gaming and entertainment industry, technical subjects, news, marketing content, etc...). Here in Italy, I currently work as a content writer, editor and SEO consultant, for SEOWebbs, an Italian company operating in the advertisement/SEO field. Thus, I have a good knowledge of the SEO field too.Moreover, I'm studying ""Cinematography and Film/Video Production,  Screenwriting & Creative Writing"" here in Rome, at the University of Roma Tre (DAMS). I know the rules of good storytelling, and how to hook the audience through all the available creative means.I always do my best for every project in which I'm involved, and I will surely do the same for Your Project to deliver a top-notch work, always respecting the given deadline.Feel free to contact me whenever you want, and I'll be more than glad to answer all your questions.",Simone D.,2017-02-24,30.0,"July 2, 2014",12,https://www.upwork.com/freelancers/_~014f5844a673fbcbc8,0,5.0
9508,https://odesk-prod-portraits.s3.amazonaws.com/Users:katiee-m:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=piv%2FKMcuhi%2FGcst%2B%2BE41Be4PHwc%3D&1483735281682814,Writing,Independent,"Editor, Writer & Proofreader",editing--copy-editing--ap-style-writing--blog-writing--technical-editing--print-layout-design--format-and-layout--adobe-indesign--wordpress,United States,"More than six years of writing and editing experience:News, opinion, and lifestyle articles  Blogs  Brochures  Press releases  RFPs  Web copy  Books  Manuals & nonfiction  Marketing emails  AP style  WordPress  Drupal**Katie is an awesome copyeditor! She has a keen eye for detail. Not only that, but she is a pleasure to work with.****I loved and appreciated Katie's initiative in helping me refine my personal statement for Grad school. Constantly in communication with me and the turn around time was less than 12 hours!**",Katie M.,2017-02-24,25.0,"October 5, 2016",1,https://www.upwork.com/freelancers/_~01d9157fe83e141329,2,4.8412451362
9509,https://odesk-prod-portraits.s3.amazonaws.com/Users:mlceron:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=95ywyTlcEeBEmT4DnV75oOrmb9E%3D&1430513430188679,Translation--Writing--Admin Support,Independent,English-Spanish Translator | Writer (Spanish),translation-english-spanish--translation--spanish--microsoft-powerpoint--creative-writing--blog-writing--content-writing--microsoft-word,Venezuela,"Whether you need an experienced translator from english to spanish, or an article writer in spanish, you can count on me to do an expedite and efficient job. I have a degree in Social Communication and Journalism, a Master in Business Administration (MBA), a Master in Business English in the United Kingdom and fifteen years of experience in writing and seven years of experience in translating. My goal is to further develop my creative and languages skills by doing a professional and reliable work for my clients. I work well under pressure, I pay extra attention to details and I am very committed to meeting deadlines. Also, I am a good communicator and I have Business and Corporative experience in trasnationals companies.I can translate any type of documents, including:Reports - Articles - User Guides and Technicals Manuals - Fiction and non fiction stories - Resumes - Websites - Literature Reviews - Style Guides.Topics I am specialized in (to translate and write about): Medical, Health, Psychology, Nutrition, and Supplements: More than seven years of experience in a bilingual position in one of the top pharmaceuticals of the world. Marketing, Finance, Coaching, Customer Service, Logistics: I have a MBA and experience in the corporative world.  Gastronomy and Tourism.  Environment issues. Apps, e-commerce",Maria C.,2017-02-24,17.99,"August 9, 2014",2,https://www.upwork.com/freelancers/_~016ca5680cfb3ce20b,15,4.9932488138
9510,https://odesk-prod-portraits.s3.amazonaws.com/Users:rachelroberts:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=bVHHTw7yg2bHrflkq3dHZqaZIVA%3D&1445969449172130,Writing,Independent,Editor and proofreader,copy-editing--proofreading--writing--administrative-support--teaching-english,United Kingdom,"I am a Cambridge University graduate and former teacher, with over ten years' experience in publishing.  In-house posts at ProQuest Information and Learning (educational web content development), Cambridge Assessment (educational assessment materials and corporate reports) and the American Association for the Advancement of Science (working on the journal ""Science"") have been followed by a range of freelance contracts that have allowed me to extend my experience to include online learning materials, technical reports and academic text books. I enjoy working on texts across a wide range of subject areas from the arts and humanities to social sciences and STEM subjects and am comfortable handling both corporate and educational materials. Whether a text requires just a few tweaks, more intense editing or even partial rewriting, I am meticulous in following the brief and ensuring that the final version is error-free, polished and professional. ",Rachel R.,2017-02-22,24.0,"October 27, 2015",0,https://www.upwork.com/freelancers/_~01e733cd2216daeb33,2,4.9413173653
9511,https://odesk-prod-portraits.s3.amazonaws.com/Users:ramayaben:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=nZwTp5CDU8NlUSNELA%2Bztr93YQs%3D&1459049901335723,Translation--Writing--Admin Support,Independent,Certified English-Spanish Translator specialized in Software and Webs,spanish--english--translation-english-spanish--translation-spanish-english--article-writing--content-writing--proofreading--localization--transcreation--seo-writing,Argentina,"I'm a professional freelancer from Argentina, skilled in translating, but also writing and proofreading. I have more than 20 passed tests in Upwork, and my language-related knowledge includes being fluent in English (Duolingo Proficiency Exam successfully passed with 10/10), and a native Spanish speaker, I can efficiently translate between that pair of languages. I'm backed by a wide experience of more than 150 successful jobs in Upwork. Many of these jobs are related to apps and websites, so I can work with almost any file extension (DOCs, TXTs, POs, HTMLs, XMLs, and any kind of strings). Apart from that, I am an amateur writer with more than 15 texts published, and experienced in this platform with content writing and article writing jobs. I also have knowledge about programming, in Visual Basic and Visual Basic .NET. As a proof of my knowledge, you can find my passed tests in Upwork and also my Duolingo certificate below.I've participated in the first Exclusive Top Rated Freelancer Meetup with Upwork, in Buenos Aires, Argentina, in October 24th, 2015, where I met Upwork's staff members and other freelancers from the area and improved my skills.Went to Escuela Superior de Comercio Carlos Pellegrini, one of the most important in Argentina. Studied English at Asociacin Argentina de Cultura Inglesa. Currently studying Political Science at the Universidad de Buenos Aires (UBA), renowned college of Latin America.I aim to work on interesting jobs and tasks that require my language knowledge, but also in those that aren't very complex or tricky.. I'm highly efficient working on simple texts (for example from apps, websites, software, articles, books, blogs and related) and that is my main preference when taking and applying to a job.I will always turn around good quality work, within the defined deadline, and I'm open to comments, questions and critics everytime. I'm a very reliable, responsible, dedicated, experienced and comprehensive person, also when comes to personal difficulties, and I expect the same from my clients.I'm a proud to tell that thanks to Upwork I was able to be the official Spanish translator for Chatous, Kiwi Q&A, Crossfader, and Geozilla, among many other apps, also blogger for HoyEnTec, and data input manager at Jot Internet Media S.L. I'm also part of the Translation Tower's agency team since June 2016.Thanks for reading and hope you contact me!Ramiro",Ramiro Yaben,2017-02-24,14.0,"September 10, 2014",4,https://www.upwork.com/freelancers/_~0116b52fc0308d2be8,13,4.9472334268
9512,https://odesk-prod-portraits.s3.amazonaws.com/Users:kcbaerke:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=8FDwmQQGOv8XaBINxrxgnsKRsbU%3D&1474737526903022,Writing--Admin Support,Independent,Administrative Expert with Data Entry and Proofreading skills,research-papers--internet-research--teaching-english--creative-writing--journalism-writing--chicago-manual-of-style--microsoft-access,United States,"I an experienced administrative professional who is new to Upwork. I have a B.A. and an M.A. (both with honors), so I am well versed in proofreading, editing, and writing. Additionally, I have 7+ years of administrative experience relating to data entry and database management. I am a detail oriented and highly organized native English speaker, who can complete tasks on tight deadlines. ",Kelley C B.,2017-02-24,18.0,"September 29, 2013",0,https://www.upwork.com/freelancers/_~0124a77f53c2aa82bf,4,4.9190993056
