,portrait_50,categories2,profile_type,title,skills,country,description,name,last_activity,rate,member_since,portfolio_items_count,id,test_passed_count,feedback
119,https://odesk-prod-portraits.s3.amazonaws.com/Users:armenuhi-sahakya:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=zTPb5RmkPOkpU70%2FPaAwG9SjpD4%3D&1446119231695888,Translation--Writing,Independent,"Communications, translation, writing",translation--editing,Russia,"I work in the field of Communications for more than 10 years with excellent knowledge of English, Russian, French and Armenian. My masters degree in Business Administration from American University in Armenia helps me translate and write about different topics. However I have my preference and enjoy writing about food, recipes, culture, tourism, gender issues, human rights, and fashion. My additional skills are: fluent in Microsoft Office, have advanced photo taking and editing skills.Have been working in multicultural environment throughout my career life. ",Armenuhi S.,2017-02-24,15.0,"January 7, 2015",10,https://www.upwork.com/freelancers/_~0159b8588e79c58789,0,5.0
121,https://odesk-prod-portraits.s3.amazonaws.com/Users:shrnmdvl:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=AUj7a0ny5eMeQNVoAJ9GYpIUjZ0%3D,Customer Service--Translation--Writing--Admin Support,Independent,Online English Instructor / Blogger,teaching-english--writing--blog-writing--virtual-assistant--editing--social-media-marketing--social-media-management,Philippines,"Experienced High School Teacher with a demonstrated history of working in the education industry. Skilled in Research, Educational Leadership, Higher Education, Tutoring, and Curriculum Development. Strong education professional with a Master of Arts (MA) focused in Literary and Cultural Studies from Ateneo de Manila University. Also an Entry-Level Virtual Assistant for VegasNET Media LLC, a media company based in Las Vegas that focuses on showcasing some of the world's most successful and influential people including top celebrities, entrepreneurs, and industry experts.Blogger for Her Wanderlist, a personal blog featuring topics about food and travels.With 3-year experience in Online ESL Teaching for Koreans.",Sherien De Villa,2017-02-23,10.0,"October 23, 2014",1,https://www.upwork.com/freelancers/_~011d96228e5f789afd,5,4.2
124,https://odesk-prod-portraits.s3.amazonaws.com/Users:susankatut:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Bc6Y%2BJrEvnckaY7n0bfaG5d%2BAe8%3D&1483434170290055,Writing,Independent,Innovative Blogger/Writer,creative-writing--translation--microsoft-excel--financial-analysis--financial-forecasting--financial-accounting,United States,"I am a young and fresh mind who loves to write innovative content that any contemporary individual can relate to. My current writing style can be a major contributor in making your blog more relative to millennials and  persons with diverse backgrounds. Growing up in Philadelphia, I maintain a very urban-chic style in writing and possess interest in various topics that you may be interested in publishing content about. While obtaining my degree in Finance at Penn State, I was involved in many different organizations on campus including cultural and religious organizations, business-related organizations, and the debate club. My inclusion in such associations has helped me gain a wide range of interest and knowledge towards topics that every modern individual is inclined to maintain an interest in which is not limited to religion and politics. I am willing to write bold and saucy content that others may not wish to discuss, and my research skills make my writing valid and reliable. Having my own personal blog, I am familiar with publishing content and marketing blog posts via social media. I know the secrets and tricks to make any blog post relevant and attractive to the average individual in order to raise your statistics and gain the body of audience that you desire. Feel free to approach me to write about any topic that crosses your mind, I will always find a way to make it as interesting and authentic as can be. ",Susan K.,2017-02-14,10.0,"January 2, 2017",1,https://www.upwork.com/freelancers/_~019781a107a426ff0e,0,4.7
128,https://odesk-prod-portraits.s3.amazonaws.com/Users:steven_parker:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ONpfe7OeiBgYufvpPrK1cA3CSBQ%3D&1436888121192423,Writing,Independent,Versatile writer,ebook-writing--recipe-writing--blog-writing--cover-design,United States,"Looking for unique, high-quality written content to give your business or blog the 'voice' you need to set yourself apart from the rest? As a freelance writer, I am dedicated to providing professional, engaging content to clients from every end of the spectrum. In the past, I have worked with small businesses, blogs, travel sites, non-profit organizations and NGOs to create content that drives traffic and dramatically improves their online presence. Whether you are looking for premium, original content or simply an editing eye to make your words really dazzle, I can help. I will provide you with the content you need quickly and professionally.",steven parker,2017-02-16,20.0,"July 14, 2015",1,https://www.upwork.com/freelancers/_~010dbb6e2a26895816,2,4.961972068
129,https://www.odesk.com/att/~~oy9gEuXE7mJSY00pg6*SezEdbvrP49R4WvkSv9A1726hjxEBehvoNQ==,Writing--Admin Support,Independent,"Creative, Innovative Writer and Journalist",article-writing--creative-writing--copywriting--content-writing--seo,United States,"My love of research, creative edge, and reader-friendly style are the something extra I have to offer in my writing. With a background in creative non-fiction, creating content that is both interesting and informative comes naturally. My goal is to put my skills to good use and write articles to entertain and inform your readers. I have written articles, reviews, profiles, product descriptions, copy, and content.",Amelia K.,2017-02-16,11.11,"April 17, 2012",1,https://www.upwork.com/freelancers/_~01ebef4899bf0049ca,3,4.9826567139
131,https://odesk-prod-portraits.s3.amazonaws.com/Users:ejhill123:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=%2FH1A4mHL7PXOejl2azH%2BDzs%2BOgo%3D,Design & Creative--Translation--Writing--Engineering & Architecture,Independent,Native English speaker with a good grasp of technical writing,technical-writing--english-proofreading--copy-editing,South Africa,"I have extensive experience in writing reports of a technical nature which need to be concise, informative and engaging.  My fields of expertise relate to spatial planning as well as energy evaluation and solar power, but I am adaptable and can assist in other fields, within reason.  I am computer literate in Word, Excel and low-level graphics (GIMP2).",Ed H.,2017-02-22,15.0,"August 19, 2013",4,https://www.upwork.com/freelancers/_~017264e6aef0e38b01,9,5.0
133,https://odesk-prod-portraits.s3.amazonaws.com/Users:thomasmboldt:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=7o9yeuF2zjX5dSPsO6kzbbCt44s%3D&1451020037760954,"Design & Creative--Writing--Web, Mobile & Software Dev",Independent,"Digital Media Specialist | Writer, Designer & Photographer",graphic-design--web-design--blog-writing--copywriting--seo-writing--photography--adobe-photoshop--photo-editing--adobe-indesign--adobe-illustrator,Canada,"I'm a freelancer with a wide-ranging skill set focused around graphic/web design, digital marketing, and writing/editing. I'm highly detail-oriented while simultaneously maintaining that crucial sense of the big picture.I received a Bachelor of Design (Hons.) from the York University & Sheridan College Joint Program in Design in 2008, and I began working in related fields well before graduation.I have extensive experience both managing teams and participating effectively within them, as well as operating in a self-directed manner with a minimum of supervision.",Thomas Boldt,2017-02-23,30.0,"December 25, 2015",0,https://www.upwork.com/freelancers/_~013c97a91f5bf4b8c3,4,5.0
134,https://odesk-prod-portraits.s3.amazonaws.com/Users:loverachelso2:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ca5Axcb4OhWDyCy6j%2FPeSdsfSYk%3D&1458549793963326,Writing--Sales & Marketing,Independent,"Expert at social media marketing (SMM), and a skilled writer.",social-media-marketing--writing--computer-graphics--customer-service--sales-promotion--brand-marketing--corporate-brand-identity--editing--english-proofreading--social-media-management,United States,"At this time, I am not accepting new social media marketing clients. I am accepting graphics, writing, editing, and social media marketing instruction. If you are looking for someone to manage your social media marketing, I can put you on a wait list or I can refer you to the next best in the business. Thank you for your interest in my skills. I should be your go-to girl for all your social media marketing needs. I have the skills to give your brand the exposure it needs to be seen on Twitter, Facebook, Instagram, Periscope, and more! You want people to find you? I'm your girl.I can create the graphics, write the blog posts, and I am familiar with all the best apps to get the job done with ease. Would you like to see me in action? Search ""loveRachelsO2"" on the social media channels. You'll find me and my direct sales company. That could be your brand exposure.My approach is to begin with a coaching session, wherein I share all my secrets with you. At the conclusion of this session, you'd have 3 options:1. I can take over your social media marketing.2. You can take over your social media marketing, with regularly scheduled coaching sessions.3. You strike out on your own with the training from the first session, knowing that you can reach out to me for a coaching session at any time.My goal is to help you succeed. Send me a message to start today!",Rachel Balint,2017-02-24,22.0,"January 10, 2013",1,https://www.upwork.com/freelancers/_~0170119639d2414567,3,4.9118227658
135,https://odesk-prod-portraits.s3.amazonaws.com/Users:sfwriter:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=r3eThEOcc%2BOhSb7UFHfAM6H%2F0a8%3D,Writing--Design & Creative,Independent,Writer and Voice Artist,scientific-writing--proofreading--article-writing--technical-writing--creative-writing--short-story-writing--ghostwriting--voice-talent--voice-over,Canada,"Though not on this site specifically, I've written thousands of articles, business blog entries, blogs for hobbyists including everything from aquariums to astronomy, business advice, technology items, rental space, white papers for U.N. delegates, as well as HR/management subjects including everything from on-boarding to retirement.  I  generate unique, quality content relatively quickly.  For reference, think Isaac Asimov, the ultimate ""interpreter of all things technical for the common man"".  You'll experience a well-rounded vocabulary, perfect spelling and grammar, and comprehension far above average which will get your point across. As well I handle voice/singing/whistling work.  For voices, think Yogi, Bullwinkle, Snaggletooth, Christopher Lloyd (et al).. think old, young, forceful, doddering, or accented, and you'll have scratched the surface. Speak to me, and I'll speak for you!",David C.,2017-02-22,24.0,"January 26, 2013",3,https://www.upwork.com/freelancers/_~01aaf9041ab3817b96,13,5.0
136,https://odesk-prod-portraits.s3.amazonaws.com/Users:emilyspiliadis:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Ch50K%2FeRrXl0f5ZGdDeUE1qTvdU%3D&1438892372376241,Translation--Writing--Admin Support,Independent,Native French & English translator/writer + marketing,microsoft-office--french--english--translation-english-french--translation-french-english--english-grammar--creative-writing--article-rewriting--proofreading--content-writing,United States,"Native French and English as I grew up speaking both languages. Reliable, professional, serious, and flexible with 5 years of experience translating, proof-reading, and writing in French and English, on top of solid administrative experience in a multinational environment topped with three years of Digital Marketing and SEO experience.Born and raised in Switzerland, I am now back in the U.S. after four years in Switzerland where I graduated with a Bachelor in Business Administration & Marketing, followed by a year working for a start-up company (in English and French) with assignments ranging from blog articles and translation, to social media, press releases, and SEO-friendly website content.To-date, I have (writing/translating) experience working with:EssaysUniversity projectsBlog articlesNewslettersWebsite contentPress releasesAdvertisementCorporate communicationFinancial documentsTechnical documentsFrom blog articles, to social media, press releases, corporate documents and SEO-friendly website content, I bring to the table extensive writing, translating marketing experience.I am honest, reliable, professional, serious, and flexible in my work. I take great pride in every project I undertake and look forward to working with you!",Emily S.,2017-02-24,15.0,"June 15, 2014",2,https://www.upwork.com/freelancers/_~01c376a4ffb166fbb7,2,4.8657407407
137,https://odesk-prod-portraits.s3.amazonaws.com/Users:alexandraceornei:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=wULQ%2FRQmb85fHKU92lVg06kF74Q%3D&1477941260772392,Writing--Design & Creative--Admin Support,Independent,Creative Writer,creative-writing--article-writing--copywriting--environmental-science--arts-and-crafts,Romania," I will always find writing as a state of spirit. I am currently studying the Master of Environmental Protection and Management. Even if I enjoy learning about natural sciences, my mind never stops playing with words.Since September 2014 I am collaborating with a local magazine and I am writing articles about people, thoughts and dreams. I am also the project development coordinator in a local non-profit organization, where I am contributing in giving life to creative ideas concerning environmental issues. I love feeling useful and enthusiastic and I believe not only in the power of nature and art, but also in the extraordinary potential of imagination. ",Alexandra Ceornei,2017-02-12,10.0,"October 7, 2014",2,https://www.upwork.com/freelancers/_~01e553e88344c27f4b,1,5.0
149,https://odesk-prod-portraits.s3.amazonaws.com/Users:evelinacretu:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=8wpHSQ2vS%2BmOF3yvJmvo6c4Gxyg%3D&1444730190465247,"Translation--Writing--Web, Mobile & Software Dev--Customer Service--Admin Support",Independent,Striving for excellence is the key to success,creative-writing--online-writing--translation-english-russian--event-planning,Moldova,"I am a Freelance writer with a background in business and non-fiction writing/editing. I have a lot of experience in writing for local web sites, translation and proofreading.I love to read, write and create constantly.",Evelina Cretu,2017-02-24,10.0,"July 11, 2011",0,https://www.upwork.com/freelancers/_~0102e340787fe2e8f1,0,5.0
150,https://odesk-prod-portraits.s3.amazonaws.com/Users:d_mills_jr:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=aj3nNeaaNk0Fyd9ULIzIM8FOvpc%3D&1464377345702565,Writing,Independent,Copywriter,creative-writing--copywriting,United States,"Freelancer that specializes in data entry, I have done many data entry work in my recent pass. I also specialize in writing.  ",David Mills Jr,2017-02-21,20.0,"October 20, 2015",2,https://www.upwork.com/freelancers/_~0102152f728916eadb,3,4.9793103448
153,https://odesk-prod-portraits.s3.amazonaws.com/Users:michaeltavon:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=yrocImV1FK0c75Yc70B15nDS73M%3D&1481916867398430,Writing,Independent,"Ghostwriter, fictional writer, screenplay writer",fiction-writing--non-fiction-writing--book-writing--humor-writing--copy-editing--ghostwriting--screenwriting--creative-writing--academic-writing,United States,"Since 2014, I have been a: self-published author. professional proofreader, ghostwriter, and editor. I am currently pursuing a bachelor's degree in creative writing. In 2015, my short story collection, ""From a  Cold Dark Place"", earned a five star rating from readersfavorite.com.",Michael Tavon,2017-02-24,13.0,"April 23, 2015",2,https://www.upwork.com/freelancers/_~01f429bfe203d8e973,4,4.8214285714
154,-,Accounting & Consulting--Sales & Marketing--Admin Support--Writing,Independent,"Finance Expert and a guru in article writing and data entry, ",business-proposal-writing--financial-modeling--financial-analysis--data-entry--article-writing,Kenya,"Exceptionally qualified business analyst and consultant with over 7 years in business plan writing, start-up consulting, financial modelling and valuation. Top 20% in Financial analysis on Elance-Odesk. I take on projects that include but not limited to business plan writing, Financial and cashflow Modelling, business article writing, stock valuation, start-up consulting, academic writing for finance articles etc.I have a degree in Actuarial Science, a Certified Financial Analyst and a Chartered accountant. As a consultant to the financial industry, I have written extensively in the areas of financial planning, investments, sales, sales management, training and education curriculum, and consumer personal finance education. I further specialize in blogs, articles, white papers, reports and ebooks in a variety of categories including personal finance, investing, life insurance, small business, etcService DescriptionExcellent communication and documentation skills when working with business stakeholders, company executives, project managers, investors.Confirmed business analysis, communications, and project management capabilities with substantial hands-on experience in business plan development strategies and financial documentation projects.Ability to successfully analyze and capture an organizations critical business, technical, and financial requirements and provide innovative and cost-effective documentation and financial solutions.Among the services that are offered are..Business plan writingFinancial AnalysisFinancial and cashflow ModellingBusiness Planning Budgeting Business Strategy Forecasting Data Modeling ReportingOther servicesGrant writingStrategic documents: 'white papers'Business proposal writingAcademic writing-Finance related contentGhost writing Finance articles writing and rewritingFor all business plans jobs, I have customized a short but detailed questionnaire for the clients action, it enables me to collect relevant data and information about the business.I am currently running an IT and ecommerce incubation progamme for various start-up where I seek to lead them to full funding within 1 year.",Titus K.,2017-02-24,27.78,"January 12, 2012",1,https://www.upwork.com/freelancers/_~01158edcb455e794af,5,4.8528517415
155,-,Writing--Legal,Independent,Standardized Test Professional & Freelance Writer,academic-writing--book-writing--business-writing--copy-editing--editorial-writing--english-grammar--freelance-marketing--google-website-optimizer--internet-marketing--bankruptcy,United States,"Alexis Writing is a skilled legal writer and academic writer with more than six years of experience. She has a UCLA JD and has written for most of the top legal marketing companies on the Internet. She also has a large number of law firms as private clients. Website content creation, white papers, and regular blogging on topical news stories are among the services provided. She has an in-depth understanding of English, grammar and internet content and can help your firm to stand out from the crowd.Alexis Writing also has experience in the test prep industry. She has written 6 full length SAT and ACT questions, as well as a 500+ page manual on SAT/ACT strategy. In addition to her test prep expertise and legal experience, she is also a freelance author on general topics and has written over 500 articles for various web content providers. ",Christy R.,2017-02-24,27.0,"August 22, 2009",0,https://www.upwork.com/freelancers/_~015c43d85e9c173caf,0,4.8594038374
160,https://odesk-prod-portraits.s3.amazonaws.com/Users:zruiz:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=RUVJYpr%2BJ6bEErXv27%2FcOdVybik%3D&1427499240882041,Writing--Admin Support,Independent,"Proofreader, Editor, Writer",microsoft-word--customer-service--microsoft-excel--copy-editing--proofreading--data-entry,United States,"I have 5 years of editing, proofreading, and writing experience. For the past year, I have worked in Microsoft Office exclusively for 40 hours a week, specializing in formatting large documents (300-500 pages), and completing large-scale data entry projects. I specialize in Microsoft Word, Excel, Outlook, and PowerPoint.I also have experience with Adobe InDesign and Acrobat. I can write copy, proofread documents for spelling, punctuation, grammar and formatting errors, and create social media campaigns.",Zandra R.,2017-02-15,15.0,"January 2, 2012",0,https://www.upwork.com/freelancers/_~011cd2e07909999726,5,0.0
161,https://odesk-prod-portraits.s3.amazonaws.com/Users:alyssa-foley:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=07FDPOKkeD9DDitcTJ5xmpMEddg%3D&1483862179656700,Writing,Independent,"Writer, Blogger, Editor",writing--blog-writing--ap-style-writing--editing--proofreading--english-proofreading--english-grammar--english-punctuation--english-spelling,United States,"I am a native English speaker. I have an associate's degree in media arts and I am pursuing a bachelor's degree in journalism. I am experienced with turning around high-quality articles on deadline, I was a reporter and editor-in-chief of my college student newspaper for almost two years. I have written informative reports, feature stories, and profile pieces on a wide variety of subjects for a diverse audience of 60 thousand readers. At my last internship, I produced and managed a blog which aligned with the organization's voice and message, and it was sharply tailored to the organization's target audience demographics.  I can write on a variety of subjects and I am willing to conduct extensive research to ensure my writing is top-quality. I'm also experienced working as editor and proofreader on tight deadlines. As editor-in-chief, I ensured the quality of all published articles including those written by non-native English speakers. ",Alyssa Foley,2017-02-20,25.0,"January 8, 2017",0,https://www.upwork.com/freelancers/_~0110e6917ac4dadc2b,0,0.0
162,https://odesk-prod-portraits.s3.amazonaws.com/Users:jrent21:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=%2Fl%2BY94sfJhx%2B0gs4nE%2B11krhkG4%3D&1478045224395359,Writing,Independent,Creative and Scientific Writer,mechanical-engineering--scientific-writing--creative-writing--proofreading,United States,"I am a 23 year old Mechanical Engineer looking to break into writing. While my interests have always been varied (comedy, music, science) my greatest skill has always been writing. I received a 5 out of 6 on the GRE writing portion, which is nearly unheard of for an engineering senior who had only written about 5 college essays in his life. It comes naturally to me, and I truly enjoy it. I also have a skill for proofreading and improving phrasing. I am passionate about writing and willing to learn whatever is necessary to be successful.",John Renteria,2017-02-17,10.0,"November 1, 2016",1,https://www.upwork.com/freelancers/_~013bcab52c0ac7275f,4,0.0
169,https://odesk-prod-portraits.s3.amazonaws.com/Users:oli_f:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=isdU9fqxzdQ3RdZ50J9%2FC6HuNu0%3D&1485022962096897,Writing,Independent,Freelance Digital Marketing Specialist,seo--pay-per-click--email-marketing--inbound-marketing--social-media-marketing--direct-marketing--web-design--b2b-marketing--wordpress--blog-writing,United Kingdom,"I've had experience writing in numerous roles, creating exceptional content for clients big and small.",Oli Franklin,2017-02-20,15.0,"January 19, 2017",0,https://www.upwork.com/freelancers/_~0141fe462f20f9c6b6,0,0.0
170,https://odesk-prod-portraits.s3.amazonaws.com/Users:nathalia27:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=Lm1Od%2B6H5Uz41ybgrGI1BTtMZ2c%3D&1442495835864997,Writing--Translation--Admin Support--Design & Creative--Accounting & Consulting,Independent,Writer,-,Indonesia,"A passionate traveler and a part-timer blogger who writes for online publications. I've never missed a deadline and can turn my hand to any kind of writing.Specialties: data entry, writing on travel, food/lifestyle, psychology, South East Asia, adventure travel",Nathalia H.,2017-02-24,12.0,"July 27, 2015",0,https://www.upwork.com/freelancers/_~01cf0491221ad9ef86,1,0.0
174,https://odesk-prod-portraits.s3.amazonaws.com/Users:rocshell71:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=qbr1QrKtM7qAZhkSqHnIexYzurQ%3D&1485457381758267,Writing--Admin Support,Independent,Freelance writer / Blogger,writing--creative-writing--blog-writing--creative-and-talent--google-plus--wix--wordpress-multisite--translation-english-irish,United States,"I have a very creative mind. Sharing was never my strong suite for this introverted person. I had lost my love of writing when life happened. Just over two years ago. The words began to crawl out of my head to an almost ant-like composer of speed. I love the use of play on words. The imagination flowing into every orifice of your mind. Leaving no thought left behind. I have developed a blog using all of my experiences to guide my words. They are very deep in emotional connects to me. So sometimes they appear in poems.  I have become stronger in my writing since my first post. I will continue to grow in my post with every word. I like a challenge in the work field. I work very well under a deadline. I welcome constructive criticism as well as shown a better way. If it helps me grow in my writers walk. Then please help me run. Highlights of my personal projects are within attachments. I have also created my own website. I manage it, updating with new work often. I am eager to learn. Pick up things very quickly. Let me show you what I can do. ",Rochelle T.,2017-02-22,30.0,"December 27, 2016",11,https://www.upwork.com/freelancers/_~01c5c2546e3d11830b,3,5.0
189,https://odesk-prod-portraits.s3.amazonaws.com/Users:purnje:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=2OofVAHIoufUo%2FwVabdi1wYzzRM%3D,Translation--Customer Service--Design & Creative--Admin Support--Writing--Accounting & Consulting,Independent,Excellent article writer.,article-writing--transcription--blog-writing--content-writing--creative-writing,Kenya,I am a talented freelance writer with more than one year of industrypractice.I have impeccable English writing skills and extensive knowledge of internet marketing.I deliver high quality original articles that I thoroughly researchand expertly craft to aptly meet the underlying objectives and am comfortable writing any niche including adult content.,Purity Ritah N.,2017-02-23,10.33,"February 3, 2014",2,https://www.upwork.com/freelancers/_~01c42ca8bcd5cfecf6,3,4.9426494346
190,https://odesk-prod-portraits.s3.amazonaws.com/Users:alexandra-plesa:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=fT1CiIXtFAIMdQC03NRISFX1%2Fdg%3D&1439308354417238,Translation--Writing,Independent,"Article writer, Blog writer, Translator",article-writing--ebook-writing--personal-development--business-writing--reviews--blog-writing--translation-romanian-english,Romania,"I run on coffee and Wi-Fi. Content crafter for over two years. Former journalist. Fascinated by social media, personal development, and TV shows. I'm a full-time freelance content writer at the moment, dedicated to keeping clients happy and passionate about delivering quality content pieces on a regular basis. I've previously worked as a content writer for a company in Romania, which operates in an international environment exclusive for the US market. Consequently, I have the necessary experience and skills to research and write compelling content on a daily basis. Even though I'm not a native English speaker, I've been studying the language for more than 20 years.I have plenty of experience writing about personal development and business topics, and I'm particularly excited to write about anything TV or pop culture related. If you have an exciting project in mind, I'm eager to hear about it. Feel free to contact me at any time.",Alexandra Plesa,2017-02-24,25.0,"February 4, 2013",0,https://www.upwork.com/freelancers/_~01a1cac6187b1b490a,4,4.9994492497
192,https://odesk-prod-portraits.s3.amazonaws.com/Users:johnnyshamong:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=H6oTuyffXAmjkqgDQvP27ogYP2s%3D&1446067828667606,Writing,Independent,Catchy copy with an eye for design,content-writing--social-media-marketing--graphic-design--proofreading--copywriting--editing--business-writing--article-writing--blog-writing--writing,United States,"I'm a content creator. That means I'll maintain your company's blog, produce a steady stream of engaging posts on any social network, develop marketing campaigns start to finish, or create an annual report or a business plan that delivers a polished, professional message, while being easy on the eyes at the same time.",John Shields,2017-02-24,14.0,"January 22, 2014",0,https://www.upwork.com/freelancers/_~016bec330bf2c48198,0,5.0
196,https://odesk-prod-portraits.s3.amazonaws.com/Users:gamche:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=n4wujXV%2FWBw0ubunaogCbJqE2Tw%3D&1474538440539366,Translation--Writing--Sales & Marketing--Legal--Admin Support,Independent,"Translator, Virtual Assistant, SEO, Article Writer, Proofreader",translation--seo--proofreading--article-writing--internet-research--translation-english-french--translation-french-english--virtual-assistant,France,"I am a senior writer. I am a professional translator from English to French and French to English. I am motivated and talented for the translation and all types of writing projects. I have a good knowledge of EnglishI am also able to build websites and writing blog articles. I am available at any time for the translation, content writing and create Web sites.Finally, I have extensive experience as a virtual assaitante and in proofreading. I always respect work delays.",Viviane G.,2017-02-16,18.75,"May 20, 2015",0,https://www.upwork.com/freelancers/_~01240587e85bf8af45,5,3.7532923617
202,https://odesk-prod-portraits.s3.amazonaws.com/Users:winfrey_faith:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=z%2Fhqiv%2BdHlgepnYfMTVqVReyPeY%3D&1466499750309121,Writing--Admin Support,Independent,Writer and Editor.,english-proofreading--english-grammar--grant-writing--cover-letter-writing--article-writing--editing--technical-writing--copywriting--ebook-writing,United States,"Let me help you find your voice.I have a B.A. in English and 18 years of experience as a writer, including copywriting, blogging, technical writing, sell sheets, and marketing communications. I worked in a big company for 5 years and then quit to start freelancing full-time. In my 13 years as a freelancer I have helped a great number of businesses improve their market share by improving their writing. I have created  copy for web pages, online ads, promotional e-mails, white papers, catalogs, brochures, postcards, etc. I am experienced in writing compelling and appropriate content for blogs, tweets and Facebook posts. My clients include advertising agencies, public relations firms, company marketing departments, large stores, marketing firms, magazines and creative agencies.",Winfrey Faith,2017-02-18,15.0,"June 16, 2016",1,https://www.upwork.com/freelancers/_~01582eba365bc84cc4,1,4.4943502825
209,https://odesk-prod-portraits.s3.amazonaws.com/Users:kimira_1012:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=ZlbRfmhOU4iusgT1DGxwM%2ByOX2k%3D,Writing--Engineering & Architecture--Data Science & Analytics--Design & Creative--Accounting & Consulting--Admin Support,Independent,Curriculum developer | STEM Educator | Data Analytics | Writing,curriculum-development--data-science--content-writing,Singapore,"Over the last 2 years, I have developed a wide range of curriculum for K-12 classes in STEM topics. I have also worked widely with STEM enthusiasts and Makers from the community and developed and organized several family STEM workshops. I have also run several volunteer and facilitator training programmes. My core competence lies in the development of activities and training of facilitators. I also have a background in IT and computer Science and have experience in developing programming curriculum for schools and kindergartens.",Kiruthika C.,2017-02-13,25.0,"November 13, 2014",1,https://www.upwork.com/freelancers/_~0190f1ea165b084cfe,3,2.0
214,https://odesk-prod-portraits.s3.amazonaws.com/Users:drgru:PortraitUrl_50?AWSAccessKeyId=1XVAX3FNQZAFC9GJCFR2&Expires=2147483647&Signature=zzQEYU3Ktq5%2FwjKxquTV%2Bhxrrug%3D&1456692437552998,Writing--Admin Support,Independent,"Professional Writer, Blogger, Columnist",mobile-app-testing--reviews--privacy--internet-security--game-testing--product-descriptions--writing--ap-style-writing--news-writing-style--rpg-writing,Costa Rica,"I am a native speaker and a dedicated writer with 7 years of experience producing blog posts and articles of different styles. I write best about something that makes me tick:Cyber Security, Privacy, EncryptionPress ReleasesEmail Marketing PiecesRugged Industrial Computers/TabletsMedical Computers/TabletsWindows Software ArticlesMobile Apps and Games Reviews (Android)Mobile Apps and Games Descriptions, Q&A (Android if testing is required)Informational Articles and Event Reports News-StyleProduct Descriptions and ReviewsCopy for Tourism Websites'How To' and 'Top 10' ArticlesOpinion Articles (politics, culture)Human RightsTraveling, ExpatsExpat Living in Costa Rica Tips (real estate, medical service, education private and public, raising children, local food, culture, traditions)I am accessible, flexible and sometimes opinionated (who isn't?), but I know the value of adaptation. Living off of freelancing for this long has taught me a good deal about my learning and working capabilities, so I don't take up more than I can handle. I also prefer to steer clear of ""I need this yesterday"" deadlines because I like to take time doing my job with due diligence.I work alone and do not outsource.Thank you for taking your time to read this!",Daniela Quiros,2017-02-24,23.0,"August 16, 2013",4,https://www.upwork.com/freelancers/_~01f74ae533795bd228,0,5.0
